,body,head_wear,accessories,tail,teeth
1774,Blue_body,none,Wings,Fanned_Tail,Shark_Teeth
1775,Rainbow_body,Spinner_hat,none,Fanned_Tail,Shark_Teeth
1776,Scaled_ body,Beanie,none,Pointy_Tail,none
1777,Green_body,Umbrella_hat,none,Curved_Tail,none
1778,Green_body,Backwards_hat,Goggles,Curved_Tail,none
1779,Robot_body,Beanie,none,Curved_Tail,Buck_Tooth
1780,Yellow_body,none,Moustache,Pointy_Tail,none
1781,Rainbow_body,Beanie,Moustache,Heart_Tail,none
1782,Blue_body,Beanie,Goggles,Curved_Tail,none
1783,Scaled_ body,none,Earring,Curved_Tail,none
1784,Red_body,none,Moustache,Pointy_Tail,Human_Teeth
1785,Red_body,Beanie,Wings,Curved_Tail,none
1786,Yellow_body,Backwards_hat,Cigar,Curved_Tail,Buck_Tooth
1787,Rainbow_body,Spinner_hat,none,Curved_Tail,none
1788,Yellow_body,Umbrella_hat,Earring,Curved_Tail,none
1789,Robot_body,none,none,Fanned_Tail,Human_Teeth
1790,Blue_body,Beanie,Earring,Fanned_Tail,Human_Teeth
1791,Orange_body,Beanie,Goggles,Dragon_Tail,Buck_Tooth
1792,Black_body,none,none,Heart_Tail,Buck_Tooth
1793,Robot_body,Backwards_hat,none,Fanned_Tail,Buck_Tooth
1794,Alien_body,Horns,Earring,Fanned_Tail,none
1795,Orange_body,Backwards_hat,Moustache,Propeller_Tail,Human_Teeth
1796,Alien_body,Afro,Earring,Dragon_Tail,none
1797,Scaled_ body,none,none,Heart_Tail,none
1798,Red_body,Spinner_hat,Wings,Jet_Tail,Buck_Tooth
1799,Orange_body,none,none,Curved_Tail,Human_Teeth
1800,Red_body,Beanie,none,Curved_Tail,Shark_Teeth
1801,Trippy_body,none,none,Curved_Tail,none
1802,Blue_body,none,Cigar,Propeller_Tail,none
1803,Green_body,Beanie,Moustache,Jet_Tail,Shark_Teeth
1804,Scaled_ body,Beanie,Moustache,Fanned_Tail,none
1805,Blue_body,Backwards_hat,none,Jet_Tail,Human_Teeth
1806,Blue_body,none,Wings,Fanned_Tail,none
1807,Yellow_body,Backwards_hat,Goggles,Pointy_Tail,none
1808,Red_body,Fin,Cigar,Fanned_Tail,Braces
1809,Scaled_ body,Beanie,Cigar,Heart_Tail,Gold_grill
1810,Green_body,Afro,none,Heart_Tail,none
1811,Rainbow_body,Backwards_hat,none,Propeller_Tail,none
1812,Scaled_ body,Backwards_hat,none,Flower_tail,Shark_Teeth
1813,Green_body,Spinner_hat,Moustache,Fanned_Tail,none
1814,Orange_body,Horns,none,Dragon_Tail,Buck_Tooth
1815,Yellow_body,Horns,none,Pointy_Tail,Shark_Teeth
1816,Blue_body,Spinner_hat,Earring,Pointy_Tail,none
1817,Blue_body,Beanie,Earring,Heart_Tail,Shark_Teeth
1818,Scaled_ body,none,Goggles,Heart_Tail,none
1819,Orange_body,Backwards_hat,Wings,Pointy_Tail,Buck_Tooth
1820,Yellow_body,Backwards_hat,Moustache,Pointy_Tail,none
1821,Green_body,Backwards_hat,Cigar,Heart_Tail,none
1822,Yellow_body,Backwards_hat,none,Propeller_Tail,Human_Teeth
1823,Trippy_body,Umbrella_hat,Little_fish,Pointy_Tail,none
1824,Blue_body,Beanie,Little_fish,Curved_Tail,Shark_Teeth
1825,Red_body,none,Cigar,Heart_Tail,Buck_Tooth
1826,Rainbow_body,none,Cigar,Jet_Tail,none
1827,Scaled_ body,Afro,Goggles,Dragon_Tail,Braces
1828,Rainbow_body,none,Moustache,Fanned_Tail,none
1829,Yellow_body,Fin,none,Fanned_Tail,Human_Teeth
1830,Gold_body,Afro,none,Fanned_Tail,Human_Teeth
1831,Green_body,Horns,Earring,Pointy_Tail,Buck_Tooth
1832,Green_body,Beanie,none,Fanned_Tail,none
1833,Green_body,Beanie,Little_fish,Jet_Tail,Shark_Teeth
1834,Blue_body,none,Goggles,Pointy_Tail,Gold_grill
1835,Red_body,Afro,none,Heart_Tail,Buck_Tooth
1836,Rainbow_body,Umbrella_hat,none,Dragon_Tail,none
1837,Red_body,Beanie,none,Flower_tail,Shark_Teeth
1838,Green_body,none,none,Flower_tail,Shark_Teeth
1839,Green_body,Backwards_hat,Moustache,Fanned_Tail,Shark_Teeth
1840,Rainbow_body,none,none,Flower_tail,Human_Teeth
1841,Blue_body,Backwards_hat,Earring,Fanned_Tail,Human_Teeth
1842,Scaled_ body,none,Balloon,Fanned_Tail,Human_Teeth
1843,Yellow_body,Fin,none,Curved_Tail,Shark_Teeth
1844,Yellow_body,Fin,Balloon,Pointy_Tail,none
1845,Scaled_ body,Spinner_hat,none,Fanned_Tail,none
1846,Red_body,Backwards_hat,Balloon,Dragon_Tail,Braces
1847,Green_body,none,Cigar,Heart_Tail,Buck_Tooth
1848,Blue_body,Beanie,Cigar,Fanned_Tail,Buck_Tooth
1849,Gold_body,Top_hat,none,Heart_Tail,Braces
1850,Blue_body,Afro,Wings,Heart_Tail,Human_Teeth
1851,Black_body,none,Wings,Curved_Tail,Human_Teeth
1852,Orange_body,Afro,none,Heart_Tail,Buck_Tooth
1853,Blue_body,Beanie,none,Pointy_Tail,Braces
1854,Blue_body,Beanie,Balloon,Heart_Tail,Shark_Teeth
1855,Red_body,none,Moustache,Heart_Tail,none
1856,Blue_body,none,none,Propeller_Tail,Gold_grill
1857,Green_body,Beanie,Goggles,Fanned_Tail,none
1858,Rainbow_body,none,Little_fish,Propeller_Tail,Buck_Tooth
1859,Green_body,none,Moustache,Curved_Tail,none
1860,Yellow_body,Beanie,Balloon,Pointy_Tail,none
1861,Red_body,none,Earring,Dragon_Tail,none
1862,Robot_body,none,Balloon,Flower_tail,Shark_Teeth
1863,Rainbow_body,none,Cigar,Heart_Tail,none
1864,Black_body,Backwards_hat,none,Fanned_Tail,Shark_Teeth
1865,Black_body,none,none,Curved_Tail,Gold_grill
1866,Red_body,Umbrella_hat,Earring,Flower_tail,none
1867,Blue_body,Beanie,none,Pointy_Tail,none
1868,Orange_body,none,Moustache,Pointy_Tail,Human_Teeth
1869,Green_body,Top_hat,none,Heart_Tail,Gold_grill
1870,Red_body,Backwards_hat,none,Dragon_Tail,Human_Teeth
1871,Blue_body,Beanie,none,Flower_tail,Buck_Tooth
1872,Gold_body,Umbrella_hat,Wings,Pointy_Tail,Buck_Tooth
1873,Rainbow_body,Horns,none,Curved_Tail,Buck_Tooth
1874,Yellow_body,Backwards_hat,none,Curved_Tail,Braces
1875,Red_body,Umbrella_hat,Balloon,Curved_Tail,Shark_Teeth
1876,Green_body,none,Earring,Jet_Tail,Buck_Tooth
1877,Rainbow_body,Fin,none,Flower_tail,none
1878,Yellow_body,none,Cigar,Pointy_Tail,Gold_grill
1879,Orange_body,Beanie,Goggles,Pointy_Tail,none
1880,Red_body,Fin,Earring,Dragon_Tail,Braces
1881,Blue_body,Afro,none,Heart_Tail,Buck_Tooth
1882,Yellow_body,none,Little_fish,Curved_Tail,Buck_Tooth
1883,Blue_body,Backwards_hat,Goggles,Heart_Tail,Buck_Tooth
1884,Green_body,none,Cigar,Propeller_Tail,none
1885,Green_body,Spinner_hat,none,Fanned_Tail,none
1886,Yellow_body,Top_hat,Moustache,Fanned_Tail,Buck_Tooth
1887,Gold_body,none,Moustache,Flower_tail,none
1888,Yellow_body,Backwards_hat,Goggles,Pointy_Tail,Braces
1889,Green_body,Afro,Moustache,Fanned_Tail,Buck_Tooth
1890,Blue_body,none,none,Pointy_Tail,none
1891,Orange_body,none,none,Dragon_Tail,Shark_Teeth
1892,Yellow_body,none,Moustache,Pointy_Tail,Shark_Teeth
1893,Rainbow_body,Fin,none,Heart_Tail,none
1894,Red_body,Umbrella_hat,none,Dragon_Tail,none
1895,Green_body,Beanie,Cigar,Heart_Tail,Buck_Tooth
1896,Rainbow_body,Afro,Goggles,Curved_Tail,Buck_Tooth
1897,Green_body,none,Earring,Flower_tail,Buck_Tooth
1898,Black_body,none,Balloon,Propeller_Tail,Shark_Teeth
1899,Green_body,Backwards_hat,Balloon,Fanned_Tail,Buck_Tooth
1900,Red_body,none,Moustache,Pointy_Tail,Buck_Tooth
1901,Scaled_ body,Beanie,Wings,Pointy_Tail,Buck_Tooth
1902,Blue_body,none,Earring,Pointy_Tail,Shark_Teeth
1903,Rainbow_body,none,Moustache,Curved_Tail,none
1904,Red_body,Beanie,Balloon,Pointy_Tail,Buck_Tooth
1905,Red_body,none,none,Curved_Tail,Braces
1906,Orange_body,Backwards_hat,Balloon,Fanned_Tail,none
1907,Orange_body,Beanie,Earring,Propeller_Tail,Braces
1908,Blue_body,Fin,Little_fish,Dragon_Tail,none
1909,Red_body,Backwards_hat,Cigar,Fanned_Tail,none
1910,Green_body,Beanie,Wings,Flower_tail,Gold_grill
1911,Scaled_ body,none,Wings,Fanned_Tail,none
1912,Blue_body,Fin,none,Fanned_Tail,Buck_Tooth
1913,Scaled_ body,none,Cigar,Fanned_Tail,Buck_Tooth
1914,Scaled_ body,Beanie,Balloon,Pointy_Tail,Shark_Teeth
1915,Red_body,none,Moustache,Curved_Tail,none
1916,Scaled_ body,Umbrella_hat,none,Curved_Tail,none
1917,Scaled_ body,Backwards_hat,none,Pointy_Tail,none
1918,Blue_body,Beanie,Earring,Curved_Tail,Buck_Tooth
1919,Alien_body,Backwards_hat,none,Curved_Tail,none
1920,Blue_body,none,Cigar,Fanned_Tail,Buck_Tooth
1921,Red_body,Umbrella_hat,none,Curved_Tail,Buck_Tooth
1922,Yellow_body,Horns,Little_fish,Heart_Tail,none
1923,Red_body,Umbrella_hat,Goggles,Pointy_Tail,none
1924,Yellow_body,Afro,none,Heart_Tail,none
1925,Yellow_body,Fin,none,Pointy_Tail,none
1926,Yellow_body,Horns,Earring,Heart_Tail,Braces
1927,Green_body,Spinner_hat,Goggles,Pointy_Tail,Buck_Tooth
1928,Orange_body,Afro,none,Pointy_Tail,Human_Teeth
1929,Red_body,Backwards_hat,none,Pointy_Tail,Gold_grill
1930,Blue_body,Beanie,Moustache,Curved_Tail,Buck_Tooth
1931,Scaled_ body,Spinner_hat,Wings,Heart_Tail,none
1932,Scaled_ body,none,none,Curved_Tail,Braces
1933,Green_body,none,Earring,Propeller_Tail,Human_Teeth
1934,Yellow_body,Afro,none,Dragon_Tail,none
1935,Green_body,Fin,none,Curved_Tail,Gold_grill
1936,Red_body,Beanie,none,Fanned_Tail,Human_Teeth
1937,Scaled_ body,Beanie,Earring,Pointy_Tail,none
1938,Orange_body,none,none,Dragon_Tail,none
1939,Black_body,Beanie,none,Curved_Tail,Gold_grill
1940,Trippy_body,Backwards_hat,none,Curved_Tail,none
1941,Blue_body,Spinner_hat,none,Dragon_Tail,Buck_Tooth
1942,Gold_body,Horns,Moustache,Jet_Tail,Shark_Teeth
1943,Scaled_ body,Beanie,Little_fish,Curved_Tail,Braces
1944,Yellow_body,Afro,none,Curved_Tail,Braces
1945,Scaled_ body,Backwards_hat,Wings,Heart_Tail,none
1946,Rainbow_body,Spinner_hat,none,Dragon_Tail,Gold_grill
1947,Scaled_ body,Beanie,Wings,Curved_Tail,Braces
1948,Red_body,Umbrella_hat,none,Pointy_Tail,none
1949,Blue_body,Top_hat,Little_fish,Dragon_Tail,Braces
1950,Orange_body,none,Earring,Pointy_Tail,Shark_Teeth
1951,Robot_body,Backwards_hat,none,Pointy_Tail,Buck_Tooth
1952,Orange_body,Backwards_hat,Moustache,Heart_Tail,Buck_Tooth
1953,Red_body,Horns,Balloon,Heart_Tail,Gold_grill
1954,Orange_body,Afro,Wings,Heart_Tail,Human_Teeth
1955,Green_body,none,Earring,Pointy_Tail,none
1956,Red_body,Backwards_hat,Wings,Flower_tail,none
1957,Green_body,Beanie,Moustache,Curved_Tail,Human_Teeth
1958,Orange_body,Umbrella_hat,Goggles,Pointy_Tail,none
1959,Orange_body,Fin,Moustache,Pointy_Tail,Buck_Tooth
1960,Red_body,none,Earring,Pointy_Tail,none
1961,Scaled_ body,Backwards_hat,Goggles,Flower_tail,Buck_Tooth
1962,Orange_body,Afro,none,Pointy_Tail,Braces
1963,Robot_body,none,none,Fanned_Tail,Buck_Tooth
1964,Green_body,Horns,Little_fish,Propeller_Tail,Braces
1965,Rainbow_body,Horns,none,Flower_tail,Human_Teeth
1966,Blue_body,Spinner_hat,none,Fanned_Tail,Human_Teeth
1967,Orange_body,Beanie,none,Flower_tail,none
1968,Yellow_body,Fin,Cigar,Propeller_Tail,none
1969,Rainbow_body,none,Moustache,Pointy_Tail,none
1970,Green_body,none,Earring,Heart_Tail,Buck_Tooth
1971,Blue_body,Spinner_hat,Moustache,Fanned_Tail,Braces
1972,Blue_body,Beanie,Goggles,Flower_tail,none
1973,Alien_body,Afro,Cigar,Curved_Tail,Buck_Tooth
1974,Blue_body,Backwards_hat,Earring,Heart_Tail,Buck_Tooth
1975,Orange_body,Backwards_hat,Earring,Pointy_Tail,Buck_Tooth
1976,Black_body,none,none,Curved_Tail,Human_Teeth
1977,Red_body,Spinner_hat,none,Flower_tail,Braces
1978,Scaled_ body,Umbrella_hat,none,Jet_Tail,none
1979,Scaled_ body,Spinner_hat,Balloon,Fanned_Tail,none
1980,Yellow_body,Beanie,Earring,Fanned_Tail,Human_Teeth
1981,Red_body,Backwards_hat,none,Dragon_Tail,Braces
1982,Green_body,Spinner_hat,Balloon,Flower_tail,none
1983,Orange_body,Beanie,none,Propeller_Tail,Shark_Teeth
1984,Red_body,Horns,Earring,Fanned_Tail,none
1985,Scaled_ body,Top_hat,Little_fish,Heart_Tail,Human_Teeth
1986,Green_body,Horns,none,Heart_Tail,Human_Teeth
1987,Red_body,Backwards_hat,Balloon,Curved_Tail,none
1988,Blue_body,Afro,Balloon,Heart_Tail,none
1989,Yellow_body,Afro,none,Flower_tail,Buck_Tooth
1990,Green_body,Beanie,Earring,Heart_Tail,Braces
1991,Blue_body,Afro,none,Propeller_Tail,Shark_Teeth
1992,Gold_body,Backwards_hat,Balloon,Pointy_Tail,none
1993,Yellow_body,Backwards_hat,none,Fanned_Tail,Braces
1994,Green_body,Beanie,Goggles,Curved_Tail,none
1995,Green_body,Beanie,none,Heart_Tail,Braces
1996,Yellow_body,Afro,none,Pointy_Tail,none
1997,Yellow_body,Beanie,Goggles,Jet_Tail,Shark_Teeth
1998,Gold_body,Beanie,Earring,Curved_Tail,Buck_Tooth
1999,Green_body,Horns,Earring,Heart_Tail,Shark_Teeth
2000,Robot_body,Afro,none,Heart_Tail,Buck_Tooth
2001,Green_body,Beanie,Moustache,Dragon_Tail,Gold_grill
2002,Red_body,Backwards_hat,Balloon,Pointy_Tail,none
2003,Rainbow_body,Beanie,Cigar,Pointy_Tail,Buck_Tooth
2004,Blue_body,none,Balloon,Fanned_Tail,Shark_Teeth
2005,Green_body,Beanie,Balloon,Heart_Tail,Human_Teeth
2006,Yellow_body,Beanie,Goggles,Propeller_Tail,none
2007,Alien_body,Fin,none,Heart_Tail,none
2008,Orange_body,Umbrella_hat,none,Fanned_Tail,Braces
2009,Red_body,Top_hat,Cigar,Fanned_Tail,Shark_Teeth
2010,Scaled_ body,Backwards_hat,none,Dragon_Tail,Braces
2011,Alien_body,Horns,Balloon,Curved_Tail,Shark_Teeth
2012,Yellow_body,Afro,Cigar,Curved_Tail,Shark_Teeth
2013,Trippy_body,Beanie,none,Pointy_Tail,Buck_Tooth
2014,Red_body,Umbrella_hat,Balloon,Pointy_Tail,Buck_Tooth
2015,Orange_body,Afro,none,Pointy_Tail,none
2016,Rainbow_body,Afro,Wings,Curved_Tail,Shark_Teeth
2017,Blue_body,Spinner_hat,Earring,Propeller_Tail,none
2018,Green_body,Horns,none,Dragon_Tail,Human_Teeth
2019,Rainbow_body,Umbrella_hat,Little_fish,Heart_Tail,none
2020,Blue_body,Umbrella_hat,none,Pointy_Tail,Braces
2021,Yellow_body,Horns,Goggles,Dragon_Tail,Shark_Teeth
2022,Rainbow_body,none,none,Fanned_Tail,Human_Teeth
2023,Yellow_body,Spinner_hat,Earring,Heart_Tail,Buck_Tooth
2024,Yellow_body,Backwards_hat,Balloon,Heart_Tail,Buck_Tooth
2025,Rainbow_body,Fin,Cigar,Fanned_Tail,Braces
2026,Trippy_body,none,Moustache,Fanned_Tail,Buck_Tooth
2027,Blue_body,Horns,Balloon,Flower_tail,Gold_grill
2028,Scaled_ body,Beanie,Wings,Heart_Tail,Braces
2029,Orange_body,none,Balloon,Flower_tail,Gold_grill
2030,Rainbow_body,Afro,Earring,Curved_Tail,none
2031,Orange_body,Fin,none,Fanned_Tail,Shark_Teeth
2032,Rainbow_body,Beanie,none,Curved_Tail,none
2033,Scaled_ body,Spinner_hat,none,Pointy_Tail,Braces
2034,Blue_body,Spinner_hat,none,Propeller_Tail,Buck_Tooth
2035,Red_body,Spinner_hat,Moustache,Pointy_Tail,none
2036,Blue_body,Beanie,Balloon,Pointy_Tail,Human_Teeth
2037,Green_body,Afro,none,Propeller_Tail,Buck_Tooth
2038,Green_body,none,Wings,Pointy_Tail,Shark_Teeth
2039,Blue_body,Backwards_hat,Moustache,Fanned_Tail,Shark_Teeth
2040,Robot_body,Afro,Cigar,Curved_Tail,none
2041,Red_body,Horns,none,Pointy_Tail,Buck_Tooth
2042,Yellow_body,Afro,Wings,Fanned_Tail,none
2043,Green_body,none,Earring,Fanned_Tail,Human_Teeth
2044,Green_body,Spinner_hat,none,Jet_Tail,Buck_Tooth
2045,Red_body,Afro,Moustache,Fanned_Tail,Shark_Teeth
2046,Red_body,Backwards_hat,Earring,Jet_Tail,Human_Teeth
2047,Yellow_body,Horns,none,Heart_Tail,Braces
2048,Trippy_body,Backwards_hat,Moustache,Propeller_Tail,Shark_Teeth
2049,Orange_body,Backwards_hat,Earring,Jet_Tail,Braces
2050,Green_body,Spinner_hat,Goggles,Dragon_Tail,Shark_Teeth
2051,Green_body,none,none,Jet_Tail,Shark_Teeth
2052,Scaled_ body,Afro,none,Heart_Tail,Buck_Tooth
2053,Blue_body,Horns,Goggles,Curved_Tail,Shark_Teeth
2054,Scaled_ body,Backwards_hat,none,Dragon_Tail,Shark_Teeth
2055,Green_body,Beanie,none,Pointy_Tail,none
2056,Scaled_ body,Horns,Earring,Fanned_Tail,Shark_Teeth
2057,Scaled_ body,none,Earring,Fanned_Tail,Braces
2058,Blue_body,Beanie,none,Heart_Tail,Buck_Tooth
2059,Green_body,Afro,Moustache,Heart_Tail,none
2060,Gold_body,Beanie,Moustache,Flower_tail,Shark_Teeth
2061,Rainbow_body,Beanie,none,Jet_Tail,Shark_Teeth
2062,Black_body,Horns,none,Flower_tail,Human_Teeth
2063,Green_body,Backwards_hat,Cigar,Fanned_Tail,Human_Teeth
2064,Orange_body,Top_hat,none,Flower_tail,Buck_Tooth
2065,Blue_body,Afro,Balloon,Fanned_Tail,Buck_Tooth
2066,Orange_body,Umbrella_hat,none,Curved_Tail,Buck_Tooth
2067,Green_body,none,none,Flower_tail,Buck_Tooth
2068,Scaled_ body,none,none,Curved_Tail,Human_Teeth
2069,Robot_body,Beanie,none,Pointy_Tail,Shark_Teeth
2070,Orange_body,Backwards_hat,Earring,Propeller_Tail,Shark_Teeth
2071,Trippy_body,Top_hat,none,Jet_Tail,none
2072,Orange_body,Beanie,none,Jet_Tail,Shark_Teeth
2073,Blue_body,none,Wings,Propeller_Tail,Shark_Teeth
2074,Rainbow_body,Fin,none,Dragon_Tail,Buck_Tooth
2075,Yellow_body,none,Earring,Heart_Tail,Braces
2076,Green_body,Backwards_hat,Wings,Pointy_Tail,Gold_grill
2077,Orange_body,none,Cigar,Curved_Tail,Braces
2078,Scaled_ body,Backwards_hat,none,Propeller_Tail,Human_Teeth
2079,Red_body,Afro,Moustache,Curved_Tail,Buck_Tooth
2080,Yellow_body,Horns,Goggles,Flower_tail,Gold_grill
2081,Yellow_body,none,Earring,Dragon_Tail,none
2082,Yellow_body,Spinner_hat,Goggles,Propeller_Tail,none
2083,Blue_body,none,Earring,Propeller_Tail,Shark_Teeth
2084,Yellow_body,Backwards_hat,Balloon,Fanned_Tail,Shark_Teeth
2085,Blue_body,Horns,Goggles,Propeller_Tail,none
2086,Trippy_body,Backwards_hat,none,Curved_Tail,Buck_Tooth
2087,Scaled_ body,none,Earring,Fanned_Tail,Buck_Tooth
2088,Green_body,Afro,Goggles,Pointy_Tail,none
2089,Black_body,Umbrella_hat,Cigar,Pointy_Tail,none
2090,Yellow_body,Backwards_hat,Balloon,Heart_Tail,Human_Teeth
2091,Green_body,Fin,Cigar,Curved_Tail,Buck_Tooth
2092,Black_body,Afro,none,Fanned_Tail,none
2093,Red_body,Backwards_hat,none,Fanned_Tail,Gold_grill
2094,Yellow_body,Beanie,Goggles,Dragon_Tail,Braces
2095,Blue_body,Afro,Earring,Pointy_Tail,Buck_Tooth
2096,Orange_body,Horns,Cigar,Pointy_Tail,Braces
2097,Yellow_body,Spinner_hat,none,Dragon_Tail,none
2098,Trippy_body,none,Wings,Pointy_Tail,Gold_grill
2099,Yellow_body,Horns,Little_fish,Heart_Tail,Shark_Teeth
2100,Black_body,Top_hat,Goggles,Curved_Tail,Buck_Tooth
2101,Green_body,Umbrella_hat,Goggles,Fanned_Tail,Shark_Teeth
2102,Black_body,none,Moustache,Curved_Tail,Buck_Tooth
2103,Yellow_body,Backwards_hat,none,Flower_tail,Shark_Teeth
2104,Green_body,Backwards_hat,Cigar,Jet_Tail,Buck_Tooth
2105,Rainbow_body,none,Goggles,Curved_Tail,none
2106,Rainbow_body,none,none,Pointy_Tail,Braces
2107,Blue_body,Fin,Wings,Curved_Tail,none
2108,Black_body,Afro,none,Curved_Tail,none
2109,Green_body,Afro,none,Pointy_Tail,Braces
2110,Red_body,Spinner_hat,Balloon,Pointy_Tail,none
2111,Scaled_ body,Spinner_hat,Balloon,Pointy_Tail,none
2112,Red_body,Beanie,Earring,Dragon_Tail,Human_Teeth
2113,Blue_body,Beanie,Goggles,Curved_Tail,Human_Teeth
2114,Orange_body,none,none,Heart_Tail,Braces
2115,Blue_body,Horns,Cigar,Heart_Tail,Shark_Teeth
2116,Red_body,none,Goggles,Propeller_Tail,none
2117,Orange_body,Horns,none,Pointy_Tail,none
2118,Red_body,none,Earring,Propeller_Tail,Human_Teeth
2119,Yellow_body,Backwards_hat,none,Propeller_Tail,Buck_Tooth
2120,Blue_body,none,Goggles,Fanned_Tail,Human_Teeth
2121,Red_body,Afro,Goggles,Pointy_Tail,Human_Teeth
2122,Orange_body,Spinner_hat,none,Pointy_Tail,Buck_Tooth
2123,Black_body,Backwards_hat,Moustache,Pointy_Tail,Braces
2124,Red_body,none,Little_fish,Pointy_Tail,none
2125,Green_body,Backwards_hat,none,Jet_Tail,Human_Teeth
2126,Gold_body,none,none,Curved_Tail,Braces
2127,Alien_body,Backwards_hat,Moustache,Curved_Tail,Gold_grill
2128,Red_body,Beanie,none,Fanned_Tail,none
2129,Yellow_body,Beanie,Cigar,Propeller_Tail,Buck_Tooth
2130,Yellow_body,Backwards_hat,Earring,Curved_Tail,none
2131,Robot_body,Backwards_hat,Moustache,Propeller_Tail,Human_Teeth
2132,Red_body,Beanie,Cigar,Curved_Tail,none
2133,Trippy_body,Umbrella_hat,Earring,Pointy_Tail,Shark_Teeth
2134,Green_body,Spinner_hat,none,Heart_Tail,Buck_Tooth
2135,Orange_body,Beanie,Goggles,Pointy_Tail,Buck_Tooth
2136,Blue_body,Umbrella_hat,Moustache,Curved_Tail,Human_Teeth
2137,Green_body,Afro,Cigar,Dragon_Tail,none
2138,Orange_body,Beanie,Goggles,Curved_Tail,Shark_Teeth
2139,Gold_body,Spinner_hat,none,Fanned_Tail,Buck_Tooth
2140,Green_body,Umbrella_hat,Balloon,Heart_Tail,Braces
2141,Red_body,Backwards_hat,Wings,Pointy_Tail,Buck_Tooth
2142,Black_body,Afro,Goggles,Pointy_Tail,Shark_Teeth
2143,Green_body,Beanie,none,Dragon_Tail,none
2144,Blue_body,Beanie,Wings,Fanned_Tail,none
2145,Blue_body,Fin,Cigar,Fanned_Tail,Braces
2146,Blue_body,none,Cigar,Dragon_Tail,none
2147,Yellow_body,Umbrella_hat,Earring,Flower_tail,none
2148,Black_body,Beanie,none,Dragon_Tail,Shark_Teeth
2149,Robot_body,none,Balloon,Curved_Tail,Shark_Teeth
2150,Scaled_ body,none,Balloon,Jet_Tail,none
2151,Orange_body,Afro,none,Fanned_Tail,Shark_Teeth
2152,Orange_body,none,Little_fish,Pointy_Tail,Buck_Tooth
2153,Alien_body,Beanie,none,Pointy_Tail,none
2154,Scaled_ body,Horns,Earring,Pointy_Tail,none
2155,Orange_body,Spinner_hat,Cigar,Curved_Tail,Buck_Tooth
2156,Blue_body,none,none,Propeller_Tail,none
2157,Scaled_ body,Afro,Goggles,Pointy_Tail,none
2158,Yellow_body,Horns,none,Curved_Tail,Shark_Teeth
2159,Red_body,none,Goggles,Heart_Tail,Braces
2160,Red_body,Horns,Balloon,Dragon_Tail,none
2161,Green_body,Beanie,Moustache,Heart_Tail,Human_Teeth
2162,Blue_body,Beanie,Earring,Flower_tail,Buck_Tooth
2163,Orange_body,Horns,Wings,Dragon_Tail,Shark_Teeth
2164,Green_body,Top_hat,none,Fanned_Tail,Buck_Tooth
2165,Blue_body,Beanie,Goggles,Fanned_Tail,Shark_Teeth
2166,Yellow_body,none,Earring,Pointy_Tail,Shark_Teeth
2167,Scaled_ body,Beanie,none,Heart_Tail,Human_Teeth
2168,Yellow_body,none,Balloon,Curved_Tail,Gold_grill
2169,Yellow_body,Fin,Balloon,Heart_Tail,none
2170,Scaled_ body,none,Earring,Pointy_Tail,Human_Teeth
2171,Trippy_body,Backwards_hat,Earring,Heart_Tail,none
2172,Green_body,none,Cigar,Dragon_Tail,Buck_Tooth
2173,Green_body,none,Wings,Flower_tail,Shark_Teeth
2174,Yellow_body,Spinner_hat,none,Curved_Tail,none
2175,Red_body,none,Cigar,Jet_Tail,none
2176,Scaled_ body,none,Cigar,Fanned_Tail,none
2177,Rainbow_body,Afro,none,Pointy_Tail,Shark_Teeth
2178,Black_body,Beanie,Balloon,Pointy_Tail,Shark_Teeth
2179,Green_body,Beanie,Earring,Curved_Tail,none
2180,Robot_body,Spinner_hat,Goggles,Flower_tail,Buck_Tooth
2181,Blue_body,Backwards_hat,Earring,Pointy_Tail,none
2182,Yellow_body,Beanie,Moustache,Flower_tail,Human_Teeth
2183,Red_body,Fin,Moustache,Dragon_Tail,none
2184,Rainbow_body,Backwards_hat,none,Flower_tail,none
2185,Trippy_body,Backwards_hat,Earring,Pointy_Tail,none
2186,Robot_body,none,Earring,Heart_Tail,Braces
2187,Trippy_body,none,Balloon,Flower_tail,Buck_Tooth
2188,Orange_body,Backwards_hat,Balloon,Heart_Tail,Shark_Teeth
2189,Blue_body,Backwards_hat,Wings,Pointy_Tail,Shark_Teeth
2190,Green_body,Backwards_hat,none,Jet_Tail,none
2191,Green_body,none,Balloon,Heart_Tail,none
2192,Red_body,Backwards_hat,Earring,Pointy_Tail,none
